LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,TotalSF,TotalBaths,TotalPorchSF,HouseAge,RemodAge,IsRemodeled,HasGarage,HasFireplace,MSZoning_RL,MSZoning_RM,MSZoning_C (all),LotConfig_Corner,LotConfig_CulDSac,LandContour_Lvl,Neighborhood_NridgHt,Neighborhood_Crawfor,Neighborhood_NAmes,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_OldTown,Condition1_Artery,BldgType_1Fam,HouseStyle_2Story,HouseStyle_1.5Fin,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_BrkComm,Exterior2nd_VinylSd,Exterior2nd_Brk Cmn,MasVnrType_BrkFace,Foundation_CBlock,Foundation_PConc,Foundation_BrkTil,CentralAir_Y,CentralAir_N,Electrical_SBrkr,GarageType_Detchd,GarageType_Attchd,SaleType_WD,SaleCondition_Normal,SaleCondition_Abnorml,SaleCondition_Family,MSSubClass_30,MSSubClass_20,MoSold_8,MoSold_6,MoSold_3,MoSold_7,MoSold_2,MoSold_12,MoSold_11,YrSold_2007,YrSold_2009,YrSold_2008,YrSold_2010,YrSold_2006
80.0,9600,4,3,8,5,1981,1981,0.0,4,3,4,3,1,5,1104,1,0,1420,2524,3,2524,0,2524,1,2,1,4,4,9,8,1,4,1981.0,3,2,542,2,474,120,0,0,5048,3.5,120,28,28,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
55.0,10780,3,3,5,5,1976,1976,0.0,3,3,3,3,3,5,483,1,0,428,911,4,954,0,954,0,1,0,3,3,6,8,0,0,1976.0,1,2,576,2,0,0,0,0,1865,1.0,0,30,30,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
80.0,12046,3,3,6,6,1976,1976,298.0,3,3,3,3,1,2,156,1,0,692,848,3,1118,912,2030,0,2,1,4,4,8,8,1,3,1976.0,3,2,551,2,0,224,0,0,2878,2.5,224,31,31,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
80.0,11600,4,3,5,5,1960,1960,361.0,3,3,3,3,1,3,443,1,0,662,1105,3,1105,1169,2274,0,2,0,5,3,12,8,0,0,1960.0,1,2,480,2,0,0,0,0,3379,2.0,0,50,50,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102.0,10192,3,3,7,6,1968,1992,143.0,3,3,3,3,1,1,0,1,0,570,570,4,1222,698,1920,0,3,0,4,4,8,8,1,3,1968.0,2,2,487,2,0,98,0,0,2490,3.0,98,38,14,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.0,5000,4,3,5,6,1924,1950,0.0,3,3,3,3,1,2,218,1,0,808,1026,3,1026,665,1691,0,2,0,3,4,6,8,1,4,1924.0,1,1,308,2,0,0,242,0,2717,2.0,242,86,60,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90.0,9900,4,2,7,5,1993,1993,256.0,4,3,4,3,4,6,987,1,0,360,1347,5,1372,1274,2646,1,2,1,4,4,9,8,1,3,1993.0,2,3,656,2,340,60,144,0,3993,3.5,204,16,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
137.0,16492,3,3,6,6,1966,2002,0.0,4,3,3,3,1,5,247,3,713,557,1517,5,1888,0,1888,0,2,1,2,4,6,5,1,4,1966.0,3,2,578,2,0,0,0,0,3405,2.5,0,44,8,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
49.0,5820,4,3,3,8,1955,2005,0.0,3,4,3,3,1,5,256,1,0,906,1162,5,1163,0,1163,1,1,0,3,3,6,8,0,0,1955.0,1,1,220,2,142,98,0,0,2325,2.0,98,51,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
24.0,4928,3,3,6,6,1976,1976,0.0,3,3,4,3,1,2,958,1,0,0,958,3,958,0,958,0,2,0,2,3,5,8,0,0,1976.0,2,2,440,2,0,60,0,0,1916,2.0,60,33,33,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80.0,8963,3,3,8,9,1976,1996,289.0,5,4,3,4,1,6,575,5,80,487,1142,5,1175,1540,2715,0,3,1,4,4,11,8,2,3,1994.0,3,2,831,2,0,204,0,0,3857,4.0,204,32,12,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
64.0,6762,4,3,7,5,2007,2007,108.0,4,3,4,3,1,6,664,1,0,544,1208,5,1208,0,1208,1,2,0,2,4,6,8,0,0,2007.0,2,2,628,2,105,54,0,0,2416,3.0,54,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
43.0,3196,4,3,7,5,2003,2004,18.0,4,3,4,3,4,1,0,1,0,1374,1374,5,1557,0,1557,0,2,0,2,4,7,8,1,3,2003.0,3,2,420,2,143,20,0,0,2931,2.0,20,3,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57.0,7558,4,3,6,6,1928,1950,0.0,3,3,3,3,1,1,0,1,0,896,896,4,1172,741,1913,0,1,1,3,3,9,8,1,3,1929.0,1,2,342,2,0,0,0,0,2809,1.5,0,81,59,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
60.0,8172,4,3,4,6,1954,1972,0.0,3,3,3,3,1,1,0,1,0,941,941,5,997,473,1470,0,2,0,4,3,7,8,0,0,1958.0,1,1,548,2,0,0,0,156,2411,2.0,156,54,36,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107.0,10615,3,2,3,5,1900,1970,0.0,3,3,2,3,2,4,440,1,0,538,978,3,1014,685,1699,1,2,0,3,3,7,8,0,0,1920.0,1,2,420,2,0,74,0,0,2677,3.0,74,109,39,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
65.0,25095,3,1,5,8,1968,2003,0.0,3,3,3,3,4,6,1324,1,0,113,1437,5,1473,0,1473,2,1,0,1,5,5,8,2,4,1968.0,1,1,452,2,0,48,0,60,2910,3.0,108,41,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
73.0,8760,4,3,6,6,1959,1959,220.0,3,3,3,3,1,1,0,1,0,1194,1194,3,1194,0,1194,1,1,0,3,3,6,8,0,0,1959.0,2,1,312,2,0,0,120,0,2388,2.0,120,51,51,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
60.0,11414,3,3,7,8,1910,1993,0.0,3,4,4,3,1,1,0,1,0,728,728,3,1136,883,2019,0,1,0,3,4,8,8,0,0,1997.0,1,2,532,2,509,135,0,0,2747,1.0,135,99,16,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100.0,13350,3,3,5,5,1974,1974,0.0,3,3,3,3,1,5,762,1,0,102,864,3,894,0,894,1,1,0,3,3,5,8,1,2,1974.0,1,2,440,2,241,0,0,0,1758,2.0,0,32,32,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
70.0,8462,3,3,6,5,1994,1994,105.0,4,4,4,4,1,6,814,1,0,114,928,5,936,785,1721,0,2,1,3,4,7,8,0,0,1994.0,2,2,471,2,300,87,0,0,2649,3.0,87,13,13,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24.0,2368,4,3,5,6,1970,1970,312.0,3,3,3,3,1,2,765,1,0,0,765,3,765,600,1365,0,1,1,3,3,7,7,0,0,1970.0,1,2,440,2,0,36,0,0,2130,1.5,36,39,39,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73.0,19900,4,3,7,5,1970,1989,287.0,3,3,4,3,4,6,912,1,0,1035,1947,3,2207,0,2207,1,2,0,3,3,7,7,1,4,1970.0,2,2,576,2,301,0,0,0,4154,3.0,0,40,21,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
68.0,10880,4,3,5,5,1950,1950,0.0,3,3,3,3,1,5,1040,1,0,124,1164,3,1164,0,1164,1,1,0,3,3,5,8,0,0,1950.0,1,1,240,2,0,48,0,0,2328,2.0,48,58,58,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
88.0,11443,4,3,8,5,2005,2006,208.0,4,3,5,3,4,6,1460,1,0,408,1868,5,2028,0,2028,1,2,0,2,4,7,8,2,4,2005.0,2,3,880,2,326,66,0,0,3896,3.0,66,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
63.0,13006,3,3,7,5,1997,1997,285.0,3,3,4,3,1,1,0,1,0,964,964,4,993,1243,2236,0,2,1,4,4,8,8,1,3,1997.0,3,2,642,2,0,0,0,0,3200,2.5,0,9,9,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
70.0,10900,3,3,6,7,1977,1977,153.0,3,3,4,3,1,6,378,1,0,311,689,5,689,703,1392,0,1,1,3,3,6,8,0,0,1977.0,3,1,299,2,0,36,0,0,2081,1.5,36,33,33,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
60.0,10800,4,3,6,7,1905,2000,0.0,3,3,2,3,1,1,0,1,0,482,482,5,1221,691,1912,0,2,0,3,3,7,8,1,3,2003.0,1,2,672,2,0,25,212,0,2394,2.0,237,103,8,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153.0,4118,3,2,4,4,1941,1950,0.0,3,3,3,3,1,1,0,1,0,693,693,2,693,0,693,0,1,0,2,2,4,8,0,0,0.0,0,0,0,0,0,20,0,0,1386,1.0,20,65,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
78.0,10140,4,3,7,5,1998,1999,0.0,4,3,5,3,1,2,144,6,1127,379,1650,5,1680,0,1680,1,2,0,3,4,7,4,1,3,1998.0,3,2,583,2,78,73,0,0,3330,3.0,73,11,10,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
68.0,11250,3,3,6,6,1977,1977,0.0,4,3,4,3,1,5,767,1,0,441,1208,3,1208,0,1208,1,1,1,3,3,6,8,1,3,1977.0,2,2,546,2,198,42,0,0,2416,2.5,42,29,29,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
80.0,10400,4,3,6,5,1972,1972,288.0,3,3,3,3,1,3,247,1,0,485,732,4,1012,778,1790,1,1,2,4,3,8,6,1,3,1972.0,2,2,484,2,148,0,0,147,2522,3.0,147,34,34,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
121.0,16059,4,3,8,5,1991,1992,284.0,4,3,4,3,1,1,0,1,0,1288,1288,5,1301,1116,2417,0,2,1,4,4,9,8,1,3,1991.0,1,2,462,2,127,82,0,0,3705,2.5,82,15,14,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85.0,11075,4,3,6,5,1969,1969,0.0,3,3,2,3,2,5,500,2,276,176,952,3,1092,1020,2112,0,2,1,4,3,9,8,2,4,1969.0,1,2,576,2,280,0,0,0,3064,2.5,0,39,39,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
80.0,12227,3,3,6,7,1977,1995,424.0,3,4,4,4,1,5,896,1,0,434,1330,3,1542,1330,2872,1,2,1,4,3,11,8,1,3,1977.0,3,2,619,2,550,282,0,0,4202,3.5,282,31,13,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
70.0,9240,4,3,8,5,2001,2002,396.0,4,3,4,3,1,1,0,1,0,1055,1055,5,1055,1208,2263,0,2,1,3,4,7,8,1,3,2001.0,3,2,905,2,0,45,0,189,3318,2.5,234,7,6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74.0,10206,4,3,3,3,1952,1952,0.0,3,3,0,0,0,0,0,0,0,0,0,2,944,0,944,0,1,0,2,2,4,7,0,0,1956.0,1,2,528,2,0,0,0,0,944,1.0,0,57,57,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
61.0,10226,3,3,8,5,2008,2008,270.0,4,3,5,3,4,1,0,1,0,1622,1622,5,1630,0,1630,1,2,0,3,5,8,8,1,4,2008.0,2,3,860,2,172,42,0,0,3252,3.0,42,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
98.0,12203,3,3,8,5,1998,1999,975.0,4,3,4,3,1,6,854,1,0,371,1225,5,1276,1336,2612,1,2,1,4,4,8,8,1,3,1998.0,3,3,676,2,250,0,0,0,3837,3.5,0,11,10,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
73.5,7500,4,3,7,5,2000,2000,0.0,4,3,4,3,1,6,533,1,0,281,814,5,814,860,1674,1,2,1,3,4,7,8,0,0,2000.0,2,2,663,2,0,96,0,0,2488,3.5,96,10,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
67.0,10083,4,3,7,5,2003,2003,0.0,4,3,4,3,1,6,833,1,0,343,1176,5,1200,0,1200,1,2,0,2,4,5,8,0,0,2003.0,2,2,555,2,0,41,0,0,2376,3.0,41,6,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
129.0,9196,3,3,7,5,2003,2003,0.0,4,3,5,3,1,1,0,1,0,1560,1560,5,1560,0,1560,0,2,0,3,4,7,8,0,0,2003.0,3,2,573,2,100,150,0,0,3120,2.0,150,7,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
80.0,11844,3,3,8,5,2008,2008,464.0,4,3,5,3,2,1,0,1,0,2046,2046,5,2046,0,2046,0,2,1,3,4,7,8,1,4,2008.0,3,3,834,2,322,82,0,0,4092,2.5,82,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
73.0,9500,3,3,6,5,1963,1963,247.0,3,3,4,3,1,4,609,1,0,785,1394,4,1394,0,1394,1,1,1,3,3,6,8,2,4,1963.0,2,2,514,2,0,76,0,185,2788,2.5,261,46,46,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
68.0,11250,3,3,7,5,2001,2002,162.0,4,3,4,3,2,6,486,1,0,434,920,5,920,866,1786,1,2,1,3,4,6,8,1,3,2001.0,2,2,608,2,0,42,0,0,2706,3.5,42,7,6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75.0,10084,4,3,8,5,2004,2005,186.0,4,3,5,3,3,6,1369,1,0,317,1686,5,1694,0,1694,1,2,0,3,4,7,8,1,4,2004.0,2,2,636,2,255,57,0,0,3380,3.0,57,3,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
71.0,7795,3,3,7,5,2004,2005,0.0,4,3,4,3,1,6,425,1,0,291,716,5,716,716,1432,1,2,1,3,4,6,8,1,4,2004.0,3,2,432,2,100,51,0,0,2148,3.5,51,5,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
87.0,10000,3,3,6,6,1962,1962,261.0,3,3,3,3,1,1,0,1,0,1116,1116,3,1116,0,1116,0,1,1,3,3,5,8,0,0,1962.0,1,2,440,2,0,0,0,385,2232,1.5,385,48,48,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
122.0,11923,3,3,9,5,2007,2007,0.0,4,3,5,3,1,1,0,1,0,1800,1800,5,1800,0,1800,0,2,0,2,5,7,8,0,0,2007.0,3,2,702,2,288,136,0,0,3600,2.0,136,2,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
79.0,11526,3,2,6,7,1922,1994,0.0,3,3,5,3,1,1,0,1,0,588,588,2,1423,748,2555,0,2,0,3,3,11,7,1,4,1993.0,3,2,672,2,431,0,0,0,2759,2.0,0,86,14,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72.0,15660,3,3,7,9,1939,2006,312.0,4,4,3,3,1,4,341,1,0,457,798,5,1137,817,1954,0,1,1,3,4,8,8,2,3,1939.0,1,2,431,2,0,119,150,0,2752,2.0,269,69,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71.0,6897,3,3,5,8,1962,2010,0.0,3,4,3,3,1,5,659,1,0,381,1040,5,1040,0,1040,1,1,1,3,3,6,8,0,0,1962.0,1,1,260,2,0,104,0,0,2080,2.5,104,48,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
98.0,11478,4,3,8,5,2007,2008,200.0,4,3,5,3,1,6,1218,1,0,486,1704,5,1704,0,1704,1,2,0,3,4,7,8,1,4,2008.0,2,3,772,2,0,50,0,0,3408,3.0,50,3,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
60.0,9738,4,3,5,7,1924,1950,0.0,3,4,3,3,1,4,392,1,0,392,784,4,949,272,1221,1,1,0,4,3,7,8,0,0,1965.0,1,1,392,2,0,0,236,0,2005,2.0,236,82,56,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
70.0,8294,4,3,4,5,1971,1971,0.0,3,3,3,3,1,1,0,1,0,858,858,3,872,0,872,0,1,0,3,3,5,8,0,0,1974.0,1,4,480,2,0,0,0,0,1730,1.0,0,36,36,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
67.0,8777,4,3,5,7,1910,1950,0.0,3,3,2,3,1,1,0,1,0,796,796,4,796,0,796,0,1,0,2,3,4,8,0,0,0.0,0,0,0,1,328,0,164,0,1592,1.0,164,98,58,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
71.0,11333,3,3,6,5,1976,1976,0.0,3,3,4,3,3,5,539,1,0,490,1029,3,1062,0,1062,1,1,0,3,3,5,8,2,3,1976.0,2,2,539,2,120,0,0,0,2091,2.0,0,31,31,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110.0,14226,4,3,8,5,2006,2006,375.0,4,3,4,3,3,1,0,1,0,1935,1935,4,1973,0,1973,0,2,0,3,4,9,8,1,4,2006.0,3,3,895,2,315,45,0,0,3908,2.0,45,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
57.0,7677,4,3,5,5,1953,1953,0.0,3,3,3,3,1,4,570,1,0,203,773,4,773,0,773,0,1,0,2,3,4,8,0,0,1953.0,1,1,240,2,0,0,0,0,1546,1.0,0,55,55,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
70.0,12702,4,3,5,5,1956,1956,0.0,3,3,0,0,0,0,0,0,0,0,0,4,882,0,882,0,1,0,2,3,4,8,0,0,1956.0,1,1,308,2,0,45,0,0,882,1.0,45,52,52,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
